		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
02/02/18	4:30 p	32.8	32.9	32.6	51	21.4	4.8	SE	2.41	14.5	SSE	32.8	36.6	36.6	1032.2	0.00	0.0	0.000	0.302	35.4	45	21.6	40.2	8.14	1.1369	701	1	100.0	30
02/02/18	5:00 p	32.6	33.1	32.6	51	21.2	4.8	SSE	2.41	14.5	S	32.6	36.1	36.1	1032.2	0.00	0.0	0.000	0.297	35.6	47	22.5	41.3	8.41	1.1347	700	1	100.0	30
02/02/18	5:30 p	31.1	32.7	31.1	60	22.4	3.2	SE	1.61	17.7	SSE	31.1	34.9	34.9	1032.3	0.00	0.0	0.000	0.266	35.0	47	22.0	40.0	8.45	1.1378	700	1	100.0	30
02/02/18	6:00 p	29.9	31.1	29.9	65	22.6	8.0	SSE	4.02	17.7	SSE	29.9	34.0	34.0	1032.5	0.00	0.0	0.000	0.242	34.0	49	21.8	38.4	8.79	1.1422	701	1	100.0	30
02/02/18	6:30 p	29.3	29.9	29.2	68	22.8	6.4	SSE	3.22	17.7	SSE	29.3	33.1	33.1	1032.9	0.00	0.0	0.000	0.228	32.9	51	21.5	36.8	9.12	1.1471	698	1	100.0	30
02/02/18	7:00 p	28.4	29.2	28.3	72	22.9	3.2	SSE	1.61	11.3	SSE	28.4	31.8	31.8	1033.1	0.00	0.0	0.000	0.209	32.3	52	21.2	35.7	9.35	1.1503	699	1	100.0	30
02/02/18	7:30 p	27.7	28.4	27.7	77	23.3	1.6	SE	0.80	11.3	SSE	27.7	30.9	30.9	1033.6	0.00	0.0	0.000	0.194	31.6	53	20.8	34.6	9.47	1.1542	696	1	100.0	30
02/02/18	8:00 p	27.3	27.7	27.3	79	23.3	1.6	ESE	0.80	4.8	ESE	27.3	30.3	30.3	1033.6	0.00	0.0	0.000	0.186	31.0	55	20.9	33.8	9.79	1.1562	697	1	100.0	30
02/02/18	8:30 p	27.4	27.6	27.3	77	23.0	8.0	SSE	4.02	19.3	SSE	27.4	30.3	30.3	1033.9	0.00	0.0	0.000	0.189	30.6	57	21.1	33.6	10.17	1.1580	700	1	100.0	30
02/02/18	9:00 p	26.9	27.4	26.9	78	22.7	11.3	SE	5.63	22.5	SSE	26.9	29.4	29.4	1034.5	0.00	0.0	0.000	0.178	30.0	58	20.8	32.7	10.33	1.1612	697	1	100.0	30
02/02/18	9:30 p	26.3	26.9	26.3	81	22.8	8.0	SE	4.02	17.7	SSE	26.3	28.7	28.7	1034.7	0.00	0.0	0.000	0.167	29.4	60	20.9	31.9	10.75	1.1635	702	1	100.0	30
02/02/18	10:00 p	25.7	26.3	25.7	84	22.8	3.2	SE	1.61	12.9	SSE	25.7	27.9	27.9	1035.0	0.00	0.0	0.000	0.153	28.9	60	20.4	31.1	10.75	1.1666	701	1	100.0	30
02/02/18	10:30 p	25.4	25.7	25.4	85	22.7	1.6	ESE	0.80	4.8	ESE	25.4	27.6	27.6	1035.4	0.00	0.0	0.000	0.147	28.4	61	20.2	30.2	10.95	1.1693	701	1	100.0	30
02/02/18	11:00 p	24.7	25.4	24.7	89	22.8	0.0	ESE	0.00	3.2	ESE	24.7	26.8	26.8	1035.3	0.00	0.0	0.000	0.133	28.1	62	20.1	29.7	11.10	1.1708	698	1	100.0	30
02/02/18	11:30 p	24.2	24.7	24.2	91	22.7	0.0	---	0.00	0.0	---	24.2	26.2	26.2	1035.1	0.00	0.0	0.000	0.123	27.7	63	20.0	29.2	11.31	1.1723	702	1	100.0	30
02/03/18	12:00 a	23.9	24.3	23.9	92	22.6	0.0	ESE	0.00	3.2	ESE	23.9	25.9	25.9	1035.1	0.00	0.0	0.000	0.117	27.2	64	19.8	28.5	11.53	1.1744	698	1	100.0	30
02/03/18	12:30 a	24.1	24.1	23.9	92	22.7	1.6	SW	0.80	8.0	SSW	24.1	26.1	26.1	1034.9	0.00	0.0	0.000	0.119	27.0	66	20.1	28.4	11.94	1.1745	697	1	100.0	30
02/03/18	1:00 a	23.8	24.1	23.8	93	22.6	0.0	SSW	0.00	3.2	SSW	23.8	25.7	25.7	1034.8	0.00	0.0	0.000	0.113	26.7	66	19.8	27.8	11.95	1.1763	698	1	100.0	30
02/03/18	1:30 a	23.4	23.8	23.4	94	22.4	0.0	---	0.00	0.0	---	23.4	25.1	25.1	1034.9	0.00	0.0	0.000	0.105	26.4	67	19.8	27.6	12.16	1.1774	700	1	100.0	30
02/03/18	2:00 a	23.1	23.4	23.1	95	22.2	0.0	---	0.00	0.0	---	23.1	24.7	24.7	1034.4	0.00	0.0	0.000	0.098	26.1	67	19.4	27.1	12.17	1.1788	699	1	100.0	30
02/03/18	2:30 a	22.9	23.1	22.9	95	22.1	0.0	---	0.00	0.0	---	22.9	24.6	24.6	1034.5	0.00	0.0	0.000	0.096	25.7	68	19.4	26.8	12.42	1.1803	702	1	100.0	30
02/03/18	3:00 a	22.8	22.9	22.8	96	22.2	0.0	---	0.00	0.0	---	22.8	24.5	24.5	1034.4	0.00	0.0	0.000	0.094	25.5	69	19.4	26.6	12.63	1.1811	699	1	100.0	30
02/03/18	3:30 a	22.8	22.9	22.8	96	22.2	0.0	---	0.00	0.0	---	22.8	24.5	24.5	1034.5	0.00	0.0	0.000	0.094	25.3	69	19.2	26.3	12.65	1.1823	699	1	100.0	30
02/03/18	4:00 a	22.8	22.9	22.7	96	22.1	1.6	SSE	0.80	4.8	SSW	22.8	24.4	24.4	1034.5	0.00	0.0	0.000	0.093	25.1	70	19.3	26.2	12.91	1.1829	701	1	100.0	30
02/03/18	4:30 a	22.8	22.9	22.7	94	21.8	1.6	ENE	0.80	6.4	ENE	22.8	24.4	24.4	1034.7	0.00	0.0	0.000	0.094	24.9	70	19.0	25.9	12.91	1.1844	699	1	100.0	30
02/03/18	5:00 a	22.8	22.9	22.7	95	21.9	0.0	E	0.00	3.2	E	22.8	24.3	24.3	1034.8	0.00	0.0	0.000	0.093	24.7	71	19.1	25.8	13.19	1.1850	701	1	100.0	30
02/03/18	5:30 a	22.7	22.8	22.7	95	21.9	1.6	E	0.80	4.8	E	22.7	24.3	24.3	1035.1	0.00	0.0	0.000	0.091	24.6	71	18.9	25.6	13.20	1.1863	701	1	100.0	30
02/03/18	6:00 a	22.4	22.7	22.4	96	21.7	0.0	---	0.00	0.0	---	22.4	24.1	24.1	1035.5	0.00	0.0	0.000	0.084	24.4	72	19.0	25.5	13.50	1.1873	700	1	100.0	30
02/03/18	6:30 a	22.2	22.4	22.2	96	21.5	0.0	E	0.00	4.8	E	22.2	23.8	23.8	1035.7	0.00	0.0	0.000	0.080	24.2	72	18.9	25.3	13.51	1.1885	700	1	100.0	30
02/03/18	7:00 a	22.2	22.2	22.1	97	21.7	0.0	E	0.00	3.2	E	22.2	23.9	23.9	1036.4	0.00	0.0	0.000	0.081	24.2	73	19.0	25.3	13.74	1.1893	701	1	100.0	30
02/03/18	7:30 a	23.6	23.6	22.2	96	22.9	1.6	E	0.80	8.0	ENE	23.6	25.4	25.4	1036.6	0.00	0.0	0.000	0.109	25.3	79	21.4	27.0	15.60	1.1811	702	1	100.0	30
02/03/18	8:00 a	25.1	25.1	23.6	89	23.2	4.8	E	2.41	14.5	E	25.1	27.4	27.4	1036.9	0.00	0.0	0.000	0.141	27.8	80	24.1	31.8	15.87	1.1661	699	1	100.0	30
02/03/18	8:30 a	25.8	26.0	25.1	86	23.3	6.4	ENE	3.22	16.1	ENE	25.8	28.4	28.4	1037.5	0.00	0.0	0.000	0.156	29.9	75	25.0	35.8	14.22	1.1570	701	1	100.0	30
02/03/18	9:00 a	27.0	27.0	25.8	83	23.9	6.4	ENE	3.22	16.1	ENE	27.0	30.2	30.2	1037.3	0.00	0.0	0.000	0.181	30.5	70	24.4	36.3	12.55	1.1556	700	1	100.0	30
02/03/18	9:30 a	27.1	27.2	26.9	80	23.3	4.8	E	2.41	14.5	E	27.1	29.9	29.9	1037.5	0.00	0.0	0.000	0.182	30.6	66	23.5	35.6	11.77	1.1575	702	1	100.0	30
02/03/18	10:00 a	28.4	28.4	27.0	76	23.7	3.2	E	1.61	12.9	ENE	28.4	32.6	32.6	1037.6	0.00	0.0	0.000	0.209	31.2	67	24.3	36.7	11.93	1.1536	699	1	100.0	30
02/03/18	10:30 a	29.2	29.2	28.2	72	23.6	4.8	NE	2.41	12.9	NNE	29.2	33.7	33.7	1037.1	0.00	0.0	0.000	0.226	32.3	65	24.9	39.5	11.45	1.1477	700	1	100.0	30
02/03/18	11:00 a	29.7	29.8	29.2	71	23.8	3.2	NE	1.61	11.3	NNE	29.7	34.6	34.6	1036.6	0.00	0.0	0.000	0.236	33.5	62	25.2	41.8	10.90	1.1419	702	1	100.0	30
02/03/18	11:30 a	29.8	29.8	29.6	66	22.7	3.2	E	1.61	11.3	E	29.8	33.8	33.8	1036.3	0.00	0.0	0.000	0.238	33.8	59	24.6	41.4	10.39	1.1417	703	1	100.0	30
02/03/18	12:00 p	30.6	31.0	29.8	68	24.0	4.8	NE	2.41	14.5	N	30.6	35.9	35.9	1036.0	0.00	0.0	0.000	0.255	34.3	57	24.6	42.2	10.05	1.1394	700	1	100.0	30
02/03/18	12:30 p	31.6	31.8	30.6	61	23.2	8.0	ENE	4.02	17.7	N	31.6	36.4	36.4	1035.4	0.00	0.0	0.000	0.277	35.5	53	24.5	43.7	9.23	1.1346	702	1	100.0	30
02/03/18	1:00 p	32.2	32.2	30.5	63	24.3	6.4	NE	3.22	17.7	NE	32.2	38.7	38.7	1035.0	0.00	0.0	0.000	0.289	35.5	53	24.5	43.7	9.23	1.1342	699	1	100.0	30
02/03/18	1:30 p	32.7	33.1	32.2	58	23.3	6.4	NE	3.22	16.1	N	32.7	38.2	38.2	1034.4	0.00	0.0	0.000	0.299	36.7	50	24.6	45.3	8.79	1.1288	702	1	100.0	30
02/03/18	2:00 p	31.3	32.7	31.3	62	23.1	3.2	N	1.61	14.5	NNE	31.3	35.8	35.8	1034.0	0.00	0.0	0.000	0.270	36.3	50	24.2	44.2	8.80	1.1305	700	1	100.0	30
02/03/18	2:30 p	25.3	31.3	25.3	87	23.0	14.5	S	7.24	27.4	SSE	24.6	27.6	26.9	1033.8	0.20	0.0	0.000	0.145	34.6	51	22.9	40.3	9.07	1.1394	698	1	100.0	30
02/03/18	3:00 p	26.1	26.1	25.2	87	23.8	3.2	SE	1.61	12.9	SW	26.1	28.9	28.9	1033.8	0.20	0.0	0.000	0.162	32.7	54	22.2	37.2	9.61	1.1476	700	1	100.0	30
02/03/18	3:30 p	27.4	27.4	26.1	88	25.2	1.6	SW	0.80	6.4	SW	27.4	31.9	31.9	1032.9	0.00	0.0	0.000	0.189	32.6	57	23.0	37.8	10.05	1.1455	700	1	100.0	30
02/03/18	4:00 p	28.2	28.3	27.3	77	23.8	1.6	W	0.80	9.7	E	28.2	32.2	32.2	1033.4	0.00	0.0	0.000	0.205	32.6	58	23.3	38.1	10.25	1.1456	701	1	100.0	30
02/03/18	4:30 p	27.6	28.2	27.6	82	24.3	3.2	E	1.61	12.9	E	27.6	31.6	31.6	1033.3	0.00	0.0	0.000	0.193	31.8	59	22.8	36.4	10.46	1.1491	700	1	100.0	30
02/03/18	5:00 p	27.6	27.6	27.4	82	24.2	3.2	SE	1.61	9.7	ENE	27.6	31.4	31.4	1033.0	0.00	0.0	0.000	0.192	31.4	60	22.7	35.6	10.61	1.1508	701	1	100.0	30
02/03/18	5:30 p	27.7	27.7	27.6	78	23.5	1.6	SE	0.80	8.0	E	27.7	31.1	31.1	1032.9	0.00	0.0	0.000	0.194	31.3	60	22.6	35.5	10.61	1.1510	699	1	100.0	30
02/03/18	6:00 p	27.5	27.7	27.4	80	23.7	3.2	SE	1.61	9.7	S	27.5	30.9	30.9	1033.4	0.00	0.0	0.000	0.191	31.2	60	22.5	35.1	10.63	1.1524	700	1	100.0	30
02/03/18	6:30 p	27.2	27.4	27.1	84	24.2	4.8	SSE	2.41	9.7	SSE	27.2	30.7	30.7	1033.7	0.00	0.0	0.000	0.184	30.7	61	22.3	34.7	10.86	1.1548	700	1	100.0	30
02/03/18	7:00 p	26.4	27.2	26.4	84	23.5	4.8	SSE	2.41	12.9	SE	26.4	29.2	29.2	1033.7	0.00	0.0	0.000	0.169	30.1	62	22.0	33.7	11.03	1.1577	701	1	100.0	30
02/03/18	7:30 p	25.8	26.4	25.8	85	23.1	3.2	SE	1.61	9.7	SSE	25.8	28.3	28.3	1033.7	0.00	0.0	0.000	0.156	29.4	63	21.7	32.4	11.25	1.1609	699	1	100.0	30
02/03/18	8:00 p	25.4	25.9	25.4	89	23.5	1.6	SE	0.80	6.4	WSW	25.4	27.9	27.9	1033.6	0.00	0.0	0.000	0.148	28.9	64	21.4	31.6	11.47	1.1635	701	1	100.0	30
02/03/18	8:30 p	25.1	25.4	25.1	88	22.9	1.6	WSW	0.80	6.4	WSW	25.1	27.2	27.2	1033.9	0.00	0.0	0.000	0.140	28.4	65	21.2	30.6	11.69	1.1661	701	1	100.0	30
02/03/18	9:00 p	24.6	25.1	24.6	90	22.8	0.0	SSE	0.00	9.7	SSE	24.6	26.6	26.6	1034.2	0.00	0.0	0.000	0.130	27.9	66	20.9	29.9	11.91	1.1688	702	1	100.0	30
02/03/18	9:30 p	24.8	25.0	24.6	88	22.7	4.8	SE	2.41	14.5	SE	24.8	26.9	26.9	1034.1	0.00	0.0	0.000	0.135	27.4	67	20.8	29.2	12.12	1.1707	700	1	100.0	30
02/03/18	10:00 p	24.6	24.9	24.6	90	22.8	1.6	SE	0.80	17.7	SSE	24.6	26.6	26.6	1034.0	0.00	0.0	0.000	0.130	27.1	68	20.7	28.7	12.33	1.1721	701	1	100.0	30
02/03/18	10:30 p	24.5	24.6	24.3	90	22.8	1.6	SSE	0.80	11.3	SE	24.5	26.4	26.4	1034.3	0.00	0.0	0.000	0.128	26.8	68	20.4	28.2	12.35	1.1743	700	1	100.0	30
02/03/18	11:00 p	24.3	24.7	24.3	90	22.6	3.2	SE	1.61	12.9	SE	24.3	26.3	26.3	1034.7	0.00	0.0	0.000	0.125	26.6	69	20.4	27.9	12.56	1.1755	702	1	100.0	30
02/03/18	11:30 p	24.3	24.5	24.3	91	22.7	1.6	SE	0.80	8.0	SSE	24.3	26.3	26.3	1034.9	0.00	0.0	0.000	0.124	26.3	70	20.4	27.7	12.86	1.1766	698	1	100.0	30
02/04/18	12:00 a	23.9	24.3	23.9	93	22.7	0.0	---	0.00	0.0	---	23.9	25.9	25.9	1035.0	0.00	0.0	0.000	0.116	26.1	70	20.2	27.3	12.87	1.1782	702	1	100.0	30
02/04/18	12:30 a	23.5	23.9	23.4	95	22.7	0.0	---	0.00	0.0	---	23.5	25.3	25.3	1035.0	0.00	0.0	0.000	0.108	25.8	71	20.2	27.1	13.11	1.1791	700	1	100.0	30
02/04/18	1:00 a	23.3	23.5	23.3	94	22.3	0.0	SE	0.00	4.8	SE	23.3	24.9	24.9	1034.7	0.00	0.0	0.000	0.103	25.6	71	19.9	26.7	13.13	1.1803	702	1	100.0	30
02/04/18	1:30 a	23.6	23.6	23.3	94	22.5	1.6	SE	0.80	8.0	SSE	23.6	25.3	25.3	1034.3	0.00	0.0	0.000	0.109	25.4	72	20.0	26.6	13.39	1.1803	701	1	100.0	30
02/04/18	2:00 a	23.3	23.7	23.3	94	22.3	0.0	SE	0.00	3.2	SE	23.3	24.9	24.9	1034.0	0.00	0.0	0.000	0.104	25.2	72	19.8	26.4	13.41	1.1809	699	1	100.0	30
02/04/18	2:30 a	22.9	23.4	22.9	95	22.0	0.0	SE	0.00	3.2	SE	22.9	24.4	24.4	1033.9	0.00	0.0	0.000	0.095	25.1	72	19.7	26.3	13.42	1.1817	699	1	100.0	30
02/04/18	3:00 a	22.7	22.9	22.6	96	22.0	1.6	E	0.80	4.8	SE	22.7	24.3	24.3	1033.8	0.00	0.0	0.000	0.090	24.7	73	19.6	25.9	13.72	1.1831	701	1	100.0	30
02/04/18	3:30 a	22.7	22.8	22.6	97	22.2	1.6	E	0.80	4.8	E	22.7	24.4	24.4	1033.8	0.00	0.0	0.000	0.091	24.6	74	19.6	25.8	14.03	1.1837	699	1	100.0	30
02/04/18	4:00 a	23.0	23.0	22.7	96	22.3	3.2	ENE	1.61	11.3	E	23.0	24.7	24.7	1033.7	0.00	0.0	0.000	0.097	24.4	76	19.9	25.8	14.65	1.1835	703	1	100.0	30
