		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc. 
02/08/18	2:30 a	23.8	23.8	23.2	91	22.2	0.0	---	0.00	0.0	---	23.8	25.6	25.6	1036.4	0.00	0.0	0.000	0.113	24.6	79	20.7	26.1	15.63	1.1849	698	1	100.0	30
02/08/18	3:00 a	24.5	24.5	23.8	90	22.8	0.0	NE	0.00	4.8	ENE	24.5	26.4	26.4	1036.5	0.00	0.0	0.000	0.128	24.9	80	21.3	26.6	16.01	1.1825	702	1	100.0	30
02/08/18	3:30 a	25.6	25.6	24.5	84	22.7	3.2	E	1.61	11.3	E	25.6	27.8	27.8	1036.9	0.00	0.0	0.000	0.152	25.8	80	22.1	27.8	15.98	1.1781	699	1	100.0	30
02/08/18	4:00 a	26.3	26.6	25.6	79	22.4	8.0	E	4.02	19.3	E	26.3	28.5	28.5	1037.2	0.00	0.0	0.000	0.167	26.9	76	22.4	29.3	14.64	1.1733	702	1	100.0	30
02/08/18	4:30 a	26.6	26.7	26.3	78	22.5	9.7	ENE	4.83	22.5	E	26.6	28.9	28.9	1037.1	0.00	0.0	0.000	0.172	27.3	72	21.8	29.6	13.25	1.1727	701	1	100.0	30
02/08/18	5:00 a	27.2	27.3	26.4	76	22.6	9.7	E	4.83	20.9	ENE	27.2	29.7	29.7	1037.1	0.00	0.0	0.000	0.184	27.9	70	22.0	30.5	12.71	1.1701	700	1	100.0	30
02/08/18	5:30 a	27.9	27.9	26.6	74	22.9	8.0	ENE	4.02	20.9	E	27.9	31.1	31.1	1036.7	0.00	0.0	0.000	0.200	28.2	70	22.2	31.0	12.69	1.1684	699	1	100.0	30
02/08/18	6:00 a	28.6	28.6	28.0	69	22.4	9.7	ENE	4.83	24.1	E	28.6	31.8	31.8	1036.1	0.00	0.0	0.000	0.214	29.2	64	21.7	32.2	11.46	1.1645	701	1	100.0	30
02/08/18	6:30 a	28.7	28.9	28.6	69	22.4	11.3	ENE	5.63	30.6	NE	28.7	32.0	32.0	1035.6	0.00	0.0	0.000	0.215	29.8	63	22.0	33.2	11.24	1.1612	700	1	100.0	30
02/08/18	7:00 a	28.4	28.7	28.3	70	22.4	12.9	ENE	6.44	27.4	E	28.2	31.4	31.3	1035.3	0.00	0.0	0.000	0.209	29.6	63	21.8	32.8	11.24	1.1618	700	1	100.0	30
02/08/18	7:30 a	29.6	29.6	28.4	75	24.7	11.3	E	5.63	29.0	E	29.6	35.2	35.2	1035.0	0.00	0.0	0.000	0.235	30.2	61	21.8	33.6	10.90	1.1594	700	1	100.0	30
02/08/18	8:00 a	29.9	29.9	29.2	66	22.8	9.7	E	4.83	22.5	E	29.9	34.1	34.1	1034.3	0.00	0.0	0.000	0.241	30.8	60	22.2	34.6	10.65	1.1553	700	1	100.0	30
02/08/18	8:30 a	30.6	30.6	29.8	66	23.5	8.0	E	4.02	22.5	ENE	30.6	35.6	35.6	1033.9	0.00	0.0	0.000	0.256	31.4	58	22.2	35.3	10.28	1.1526	702	1	100.0	30
02/08/18	9:00 a	30.7	30.8	30.3	64	23.1	11.3	ENE	5.63	25.7	NE	30.7	35.2	35.2	1033.5	0.00	0.0	0.000	0.257	32.2	55	22.0	36.2	9.75	1.1497	702	1	100.0	30
02/08/18	9:30 a	30.6	30.7	30.2	64	23.0	9.7	NE	4.83	22.5	NE	30.6	35.2	35.2	1033.2	0.00	0.0	0.000	0.256	32.7	55	22.5	37.5	9.71	1.1464	701	1	100.0	30
02/08/18	10:00 a	30.2	30.6	30.1	63	22.4	9.7	NE	4.83	20.9	NE	30.2	34.2	34.2	1032.7	0.00	0.0	0.000	0.248	32.8	55	22.6	37.7	9.71	1.1452	700	1	100.0	30
02/08/18	10:30 a	29.5	30.2	29.4	67	22.7	8.0	NE	4.02	20.9	ENE	29.5	33.4	33.4	1032.5	0.00	0.0	0.000	0.233	32.5	55	22.3	37.0	9.73	1.1468	702	1	100.0	30
02/08/18	11:00 a	29.3	29.6	29.2	68	22.8	6.4	NE	3.22	20.9	NE	29.3	33.2	33.2	1032.3	0.00	0.0	0.000	0.229	32.0	56	22.1	36.1	9.96	1.1487	698	1	100.0	30
02/08/18	11:30 a	29.3	29.6	29.3	68	22.8	8.0	NE	4.02	17.7	NE	29.3	33.2	33.2	1032.1	0.00	0.0	0.000	0.229	31.7	58	22.4	36.0	10.27	1.1489	702	1	100.0	30
02/08/18	12:00 p	29.5	29.5	29.3	69	23.2	6.4	NE	3.22	16.1	NE	29.5	33.8	33.8	1032.1	0.00	0.0	0.000	0.233	31.7	59	22.7	36.1	10.47	1.1488	701	1	100.0	30
02/08/18	12:30 p	29.6	29.7	29.4	65	22.3	6.4	NE	3.22	17.7	NE	29.6	33.2	33.2	1032.4	0.00	0.0	0.000	0.235	31.6	58	22.3	35.6	10.27	1.1502	703	1	100.0	30
02/08/18	1:00 p	29.1	29.7	29.1	67	22.4	8.0	ENE	4.02	16.1	NNE	29.1	32.6	32.6	1032.5	0.00	0.0	0.000	0.225	31.2	57	21.7	34.6	10.12	1.1527	698	1	100.0	30
02/08/18	1:30 p	28.2	29.2	28.2	71	22.5	4.8	E	2.41	16.1	E	28.2	31.3	31.3	1033.0	0.00	0.0	0.000	0.206	30.6	59	21.7	34.1	10.51	1.1556	700	1	100.0	30
02/08/18	2:00 p	27.3	28.2	27.3	75	22.5	3.2	E	1.61	14.5	E	27.3	29.8	29.8	1033.5	0.00	0.0	0.000	0.186	29.9	60	21.3	32.9	10.71	1.1594	700	1	100.0	30
02/08/18	2:30 p	26.8	27.3	26.8	77	22.4	3.2	E	1.61	11.3	E	26.8	29.1	29.1	1033.8	0.00	0.0	0.000	0.176	29.3	61	21.0	31.9	10.95	1.1625	702	1	100.0	30
02/08/18	3:00 p	26.2	26.8	26.1	79	22.2	1.6	E	0.80	4.8	E	26.2	28.2	28.2	1034.0	0.00	0.0	0.000	0.163	28.9	62	20.9	31.3	11.07	1.1648	698	1	100.0	30
02/08/18	3:30 p	26.1	26.2	26.1	81	22.5	1.6	E	0.80	4.8	E	26.1	28.2	28.2	1034.8	0.00	0.0	0.000	0.161	28.5	63	20.8	30.6	11.28	1.1674	700	1	100.0	30
02/08/18	4:00 p	26.1	26.2	26.1	80	22.4	3.2	E	1.61	6.4	E	26.1	28.2	28.2	1035.1	0.00	0.0	0.000	0.162	28.1	65	20.9	30.1	11.70	1.1693	701	1	100.0	30
02/08/18	4:30 p	25.8	26.1	25.8	83	22.7	0.0	ENE	0.00	4.8	ENE	25.8	28.1	28.1	1035.2	0.00	0.0	0.000	0.156	27.8	65	20.6	29.6	11.71	1.1710	698	1	100.0	30
02/08/18	5:00 p	25.1	25.8	25.1	87	22.7	0.0	---	0.00	0.0	---	25.1	27.2	27.2	1035.3	0.00	0.0	0.000	0.140	27.5	66	20.6	29.2	11.92	1.1722	703	1	100.0	30
02/08/18	5:30 p	24.8	25.1	24.8	88	22.7	0.0	ENE	0.00	3.2	ENE	24.8	26.9	26.9	1035.3	0.00	0.0	0.000	0.135	27.2	67	20.6	28.8	12.13	1.1733	701	1	100.0	30
02/08/18	6:00 p	24.8	24.8	24.7	86	22.3	1.6	ENE	0.80	8.0	ENE	24.8	26.7	26.7	1035.2	0.00	0.0	0.000	0.134	27.0	67	20.3	28.4	12.14	1.1744	700	1	100.0	30
02/08/18	6:30 p	24.8	24.8	24.7	83	21.7	1.6	ENE	0.80	9.7	ENE	24.8	26.7	26.7	1035.1	0.00	0.0	0.000	0.135	26.6	69	20.5	28.0	12.55	1.1756	698	1	100.0	30
02/08/18	7:00 p	24.5	24.8	24.5	85	21.8	1.6	E	0.80	4.8	E	24.5	26.3	26.3	1034.7	0.00	0.0	0.000	0.128	26.3	69	20.2	27.6	12.57	1.1768	702	1	100.0	30
02/08/18	7:30 p	24.2	24.6	24.2	86	21.7	1.6	ENE	0.80	4.8	ENE	24.2	26.0	26.0	1034.4	0.00	0.0	0.000	0.123	26.1	69	19.9	27.3	12.59	1.1780	701	1	100.0	30
02/08/18	8:00 p	24.0	24.2	24.0	87	21.7	1.6	ENE	0.80	4.8	ENE	24.0	25.8	25.8	1034.2	0.00	0.0	0.000	0.118	25.8	70	19.9	27.1	12.88	1.1785	702	1	100.0	30
02/08/18	8:30 p	23.8	24.0	23.7	88	21.7	1.6	E	0.80	8.0	ENE	23.8	25.5	25.5	1033.8	0.00	0.0	0.000	0.113	25.6	71	20.0	26.8	13.13	1.1789	699	1	100.0	30
02/08/18	9:00 p	23.7	23.8	23.6	89	21.7	1.6	ENE	0.80	6.4	NE	23.7	25.3	25.3	1033.7	0.00	0.0	0.000	0.111	25.3	71	19.7	26.5	13.15	1.1803	702	1	100.0	30
02/08/18	9:30 p	23.5	23.7	23.4	89	21.6	1.6	ENE	0.80	6.4	E	23.5	24.9	24.9	1033.5	0.00	0.0	0.000	0.108	25.2	72	19.8	26.4	13.41	1.1807	700	1	100.0	30
02/08/18	10:00 p	23.6	23.6	23.4	88	21.5	3.2	ENE	1.61	11.3	E	23.6	25.1	25.1	1033.5	0.00	0.0	0.000	0.109	24.9	74	19.9	26.2	14.01	1.1815	699	1	100.0	30
02/08/18	10:30 p	23.4	23.6	23.4	89	21.5	3.2	E	1.61	11.3	E	23.4	24.8	24.8	1033.5	0.00	0.0	0.000	0.105	24.7	75	20.0	26.1	14.35	1.1820	701	1	100.0	30
02/08/18	11:00 p	23.3	23.4	23.3	89	21.4	3.2	ENE	1.61	9.7	ENE	23.3	24.6	24.6	1033.6	0.00	0.0	0.000	0.103	24.5	76	20.0	25.9	14.65	1.1831	702	1	100.0	30
02/08/18	11:30 p	23.2	23.3	23.2	89	21.3	3.2	ENE	1.61	8.0	ENE	23.2	24.6	24.6	1033.6	0.00	0.0	0.000	0.102	24.4	76	19.9	25.8	14.65	1.1836	699	1	100.0	30
02/09/18	12:00 a	23.2	23.2	23.1	90	21.4	1.6	E	0.80	11.3	E	23.2	24.5	24.5	1033.8	0.00	0.0	0.000	0.101	24.3	76	19.8	25.6	14.65	1.1846	698	1	100.0	30
02/09/18	12:30 a	23.1	23.2	23.0	90	21.3	1.6	E	0.80	6.4	E	23.1	24.4	24.4	1034.0	0.00	0.0	0.000	0.098	24.2	76	19.7	25.4	14.65	1.1854	699	1	100.0	30
02/09/18	1:00 a	22.9	23.1	22.9	91	21.4	1.6	E	0.80	9.7	E	22.9	24.3	24.3	1034.2	0.00	0.0	0.000	0.096	24.1	76	19.6	25.4	14.65	1.1860	700	1	100.0	30
02/09/18	1:30 a	22.8	22.9	22.8	92	21.5	1.6	E	0.80	4.8	E	22.8	24.3	24.3	1034.4	0.00	0.0	0.000	0.094	24.0	77	19.7	25.3	14.95	1.1865	698	1	100.0	30
02/09/18	2:00 a	22.9	22.9	22.8	92	21.6	0.0	---	0.00	0.0	---	22.9	24.4	24.4	1035.0	0.00	0.0	0.000	0.096	24.0	77	19.7	25.3	14.95	1.1871	701	1	100.0	30
02/09/18	2:30 a	23.4	23.4	22.9	91	21.9	0.0	E	0.00	3.2	E	23.4	24.9	24.9	1035.4	0.00	0.0	0.000	0.106	24.2	77	19.9	25.5	14.95	1.1867	700	1	100.0	30
02/09/18	3:00 a	24.1	24.1	23.4	88	21.9	3.2	E	1.61	6.4	E	24.1	25.9	25.9	1035.9	0.00	0.0	0.000	0.119	24.4	78	20.4	25.9	15.25	1.1853	699	1	100.0	30
02/09/18	3:30 a	24.6	24.6	24.1	88	22.4	3.2	ENE	1.61	8.0	ENE	24.6	26.5	26.5	1035.8	0.00	0.0	0.000	0.130	24.9	78	20.8	26.5	15.25	1.1823	698	1	100.0	30
02/09/18	4:00 a	24.9	24.9	24.6	86	22.4	4.8	E	2.41	14.5	E	24.9	26.9	26.9	1036.0	0.00	0.0	0.000	0.137	25.4	79	21.5	27.2	15.59	1.1793	701	1	100.0	30
02/09/18	4:30 a	25.5	25.5	24.9	83	22.4	6.4	E	3.22	16.1	ENE	25.5	27.6	27.6	1036.1	0.00	0.0	0.000	0.149	25.9	78	21.8	27.8	15.25	1.1770	700	1	100.0	30
02/09/18	5:00 a	25.9	25.9	25.4	82	22.6	8.0	E	4.02	19.3	ENE	25.9	28.1	28.1	1035.9	0.00	0.0	0.000	0.157	26.5	76	21.9	28.5	14.65	1.1744	701	1	100.0	30
02/09/18	5:30 a	26.4	26.6	25.9	81	22.9	8.0	E	4.02	16.1	ENE	26.4	28.9	28.9	1035.6	0.00	0.0	0.000	0.169	27.3	76	22.7	29.9	14.63	1.1696	702	1	100.0	30
02/09/18	6:00 a	27.4	27.4	26.4	75	22.6	9.7	E	4.83	22.5	ENE	27.4	30.1	30.1	1035.2	0.00	0.0	0.000	0.190	28.1	72	22.5	31.1	13.25	1.1663	703	1	100.0	30
02/09/18	6:30 a	28.0	28.1	27.4	73	22.7	9.7	E	4.83	24.1	E	28.0	31.1	31.1	1035.1	0.00	0.0	0.000	0.201	28.9	68	22.4	32.3	12.27	1.1633	698	1	100.0	30
02/09/18	7:00 a	27.2	28.0	27.1	74	22.1	8.0	ENE	4.02	22.5	ENE	27.2	29.4	29.4	1034.7	0.00	0.0	0.000	0.184	29.1	67	22.3	32.5	12.06	1.1624	701	1	100.0	30
02/09/18	7:30 a	28.1	28.2	27.2	71	22.4	9.7	ENE	4.83	24.1	NE	28.1	31.1	31.1	1034.3	0.00	0.0	0.000	0.204	29.7	67	22.9	33.8	12.03	1.1585	699	1	100.0	30
02/09/18	8:00 a	28.8	28.8	28.1	71	23.0	12.9	E	6.44	25.7	ENE	28.6	32.7	32.5	1033.9	0.00	0.0	0.000	0.218	30.4	63	22.6	34.6	11.22	1.1558	701	1	100.0	30
02/09/18	8:30 a	28.5	29.1	28.4	69	22.3	12.9	ENE	6.44	25.7	NE	28.3	31.6	31.4	1033.6	0.00	0.0	0.000	0.212	31.0	60	22.3	34.8	10.64	1.1536	702	1	100.0	30
02/09/18	9:00 a	28.4	28.6	28.2	71	22.7	9.7	NE	4.83	22.5	ENE	28.4	31.8	31.8	1033.1	0.00	0.0	0.000	0.211	31.2	60	22.5	35.1	10.63	1.1521	699	1	100.0	30
02/09/18	9:30 a	29.0	29.0	28.2	71	23.2	9.7	NE	4.83	22.5	NNE	29.0	33.2	33.2	1032.9	0.00	0.0	0.000	0.222	31.2	60	22.5	35.2	10.62	1.1516	701	1	100.0	30
02/09/18	10:00 a	29.1	29.1	28.9	68	22.6	11.3	ENE	5.63	24.1	ENE	29.1	32.8	32.8	1032.2	0.00	0.0	0.000	0.225	31.5	59	22.5	35.7	10.48	1.1498	699	1	100.0	30
02/09/18	10:30 a	29.3	29.4	29.1	65	22.0	11.3	E	5.63	24.1	E	29.3	32.5	32.5	1031.8	0.00	0.0	0.000	0.228	31.8	57	22.2	35.9	10.08	1.1489	702	1	100.0	30
02/09/18	11:00 a	29.3	29.5	29.2	69	23.0	8.0	ENE	4.02	17.7	NNE	29.3	33.3	33.3	1031.7	0.00	0.0	0.000	0.228	31.9	57	22.4	36.3	10.07	1.1478	701	1	100.0	30
02/09/18	11:30 a	28.8	29.5	28.8	68	22.3	9.7	ENE	4.83	19.3	ENE	28.8	32.1	32.1	1031.5	0.00	0.0	0.000	0.218	31.7	57	22.1	35.7	10.09	1.1491	700	1	100.0	30
02/09/18	12:00 p	28.3	28.8	28.3	69	22.1	8.0	ENE	4.02	17.7	NE	28.3	31.2	31.2	1031.7	0.00	0.0	0.000	0.208	31.1	58	21.9	34.6	10.29	1.1519	699	1	100.0	30
02/09/18	12:30 p	28.0	28.3	28.0	71	22.2	4.8	ENE	2.41	12.9	ENE	28.0	30.8	30.8	1032.0	0.00	0.0	0.000	0.201	30.6	59	21.6	34.0	10.51	1.1547	702	1	100.0	30
02/09/18	1:00 p	27.5	28.0	27.5	74	22.4	3.2	ENE	1.61	11.3	ENE	27.5	30.1	30.1	1032.2	0.00	0.0	0.000	0.191	29.9	60	21.3	32.9	10.71	1.1579	697	1	100.0	30
02/09/18	1:30 p	26.9	27.5	26.9	78	22.8	1.6	ENE	0.80	6.4	ENE	26.9	29.5	29.5	1032.6	0.00	0.0	0.000	0.179	29.5	61	21.2	32.2	10.95	1.1603	702	1	100.0	30
02/09/18	2:00 p	26.6	26.9	26.6	80	22.8	1.6	ENE	0.80	4.8	ENE	26.6	29.0	29.0	1033.0	0.00	0.0	0.000	0.171	29.1	62	21.0	31.6	11.06	1.1628	700	1	100.0	30
02/09/18	2:30 p	26.1	26.6	26.1	85	23.4	0.0	---	0.00	0.0	---	26.1	28.7	28.7	1033.4	0.00	0.0	0.000	0.162	28.7	63	20.9	30.9	11.28	1.1649	699	1	100.0	30
02/09/18	3:00 p	25.7	26.1	25.7	90	23.9	0.0	ENE	0.00	3.2	ENE	25.7	28.4	28.4	1033.8	0.00	0.0	0.000	0.153	28.4	64	20.9	30.5	11.49	1.1664	701	1	100.0	30
02/09/18	3:30 p	25.3	25.7	25.3	89	23.4	0.0	ENE	0.00	3.2	ENE	25.3	27.8	27.8	1034.4	0.00	0.0	0.000	0.146	28.1	65	20.9	30.1	11.70	1.1685	700	1	100.0	30
02/09/18	4:00 p	25.2	25.4	25.2	91	23.6	0.0	---	0.00	0.0	---	25.2	27.7	27.7	1034.3	0.00	0.0	0.000	0.144	27.8	66	20.8	29.7	11.91	1.1696	701	1	100.0	30
02/09/18	4:30 p	25.1	25.3	25.1	92	23.7	0.0	---	0.00	0.0	---	25.1	27.6	27.6	1034.6	0.00	0.0	0.000	0.141	27.5	67	20.8	29.3	12.12	1.1710	700	1	100.0	30
02/09/18	5:00 p	25.1	25.1	25.0	92	23.7	0.0	ENE	0.00	3.2	ENE	25.1	27.4	27.4	1034.7	0.00	0.0	0.000	0.140	27.3	69	21.1	29.2	12.50	1.1712	700	1	100.0	30
02/09/18	5:30 p	24.8	25.1	24.8	93	23.6	1.6	SSW	0.80	4.8	SSW	24.8	27.1	27.1	1035.0	0.00	0.0	0.000	0.135	27.2	70	21.2	29.0	12.80	1.1720	699	1	100.0	30
02/09/18	6:00 p	24.7	24.9	24.6	93	23.5	0.0	SSW	0.00	1.6	SSW	24.7	26.9	26.9	1035.0	0.00	0.0	0.000	0.132	26.9	71	21.2	28.7	13.03	1.1731	702	1	100.0	30
02/09/18	6:30 p	24.5	24.7	24.5	93	23.3	0.0	SSW	0.00	3.2	SSW	24.5	26.6	26.6	1034.8	0.00	0.0	0.000	0.128	26.7	71	21.0	28.4	13.05	1.1739	698	1	100.0	30
02/09/18	7:00 p	24.4	24.6	24.4	93	23.2	0.0	SSW	0.00	3.2	SSW	24.4	26.6	26.6	1034.8	0.00	0.0	0.000	0.127	26.6	72	21.1	28.2	13.26	1.1744	703	1	100.0	30
02/09/18	7:30 p	24.4	24.5	24.4	92	23.1	1.6	SSE	0.80	4.8	SSE	24.4	26.5	26.5	1034.7	0.00	0.0	0.000	0.127	26.3	72	20.9	27.9	13.29	1.1755	698	1	100.0	30
02/09/18	8:00 p	24.3	24.4	24.3	93	23.1	0.0	ESE	0.00	3.2	ESE	24.3	26.3	26.3	1034.5	0.00	0.0	0.000	0.124	26.2	73	21.0	27.8	13.67	1.1756	698	1	100.0	30
02/09/18	8:30 p	24.1	24.3	24.1	94	23.0	0.0	---	0.00	0.0	---	24.1	26.1	26.1	1034.0	0.00	0.0	0.000	0.119	26.1	73	20.8	27.6	13.67	1.1759	696	1	100.0	30
02/09/18	9:00 p	23.7	24.1	23.7	94	22.6	1.6	ESE	0.80	4.8	ESE	23.7	25.5	25.5	1033.5	0.20	0.0	0.000	0.111	25.8	73	20.6	27.2	13.68	1.1766	466	1	68.1	30
02/09/18	9:30 p	23.6	23.7	23.6	95	22.8	0.0	ENE	0.00	4.8	ENE	23.6	25.4	25.4	1033.4	0.00	0.0	0.000	0.110	25.6	74	20.6	27.0	13.99	1.1773	444	1	64.9	30
02/09/18	10:00 p	23.4	23.6	23.4	95	22.6	1.6	ENE	0.80	4.8	ENE	23.4	25.2	25.2	1033.3	0.00	0.0	0.000	0.106	25.4	74	20.4	26.7	14.00	1.1784	649	1	94.9	30
02/09/18	10:30 p	23.2	23.4	23.2	96	22.5	1.6	ESE	0.80	4.8	ESE	23.2	24.9	24.9	1033.7	0.00	0.0	0.000	0.102	25.2	75	20.4	26.6	14.35	1.1798	691	1	100.0	30
02/09/18	11:00 p	23.2	23.3	23.2	96	22.5	0.0	E	0.00	4.8	E	23.2	24.9	24.9	1033.7	0.00	0.0	0.000	0.102	25.0	76	20.5	26.4	14.65	1.1804	591	1	86.4	30
02/09/18	11:30 p	22.9	23.2	22.9	96	22.3	0.0	---	0.00	0.0	---	22.9	24.6	24.6	1033.7	0.00	0.0	0.000	0.096	24.8	76	20.3	26.3	14.65	1.1813	696	1	100.0	30
02/10/18	12:00 a	23.1	23.1	22.9	96	22.4	0.0	---	0.00	0.0	---	23.1	24.7	24.7	1034.1	0.00	0.0	0.000	0.098	24.7	76	20.2	26.1	14.65	1.1827	693	1	100.0	30
02/10/18	12:30 a	22.9	23.1	22.9	96	22.3	0.0	---	0.00	0.0	---	22.9	24.6	24.6	1034.1	0.00	0.0	0.000	0.096	24.6	77	20.3	26.1	14.95	1.1826	650	1	95.0	30
02/10/18	1:00 a	22.9	22.9	22.8	97	22.4	0.0	---	0.00	0.0	---	22.9	24.6	24.6	1034.3	0.00	0.0	0.000	0.095	24.4	77	20.1	25.9	14.95	1.1838	702	1	100.0	30
02/10/18	1:30 a	22.8	22.9	22.7	96	22.1	1.6	E	0.80	9.7	E	22.8	24.4	24.4	1034.6	0.00	0.0	0.000	0.093	24.3	77	20.0	25.7	14.95	1.1848	703	1	100.0	30
02/10/18	2:00 a	23.1	23.1	22.8	95	22.2	1.6	ENE	0.80	6.4	ENE	23.1	24.7	24.7	1034.6	0.00	0.0	0.000	0.098	24.2	78	20.1	25.7	15.25	1.1851	701	1	100.0	30
02/10/18	2:30 a	23.4	23.4	23.0	95	22.5	0.0	ENE	0.00	4.8	ENE	23.4	25.1	25.1	1035.1	0.00	0.0	0.000	0.105	24.3	79	20.5	25.8	15.63	1.1846	695	1	100.0	30
02/10/18	3:00 a	24.3	24.3	23.4	92	22.9	1.6	ENE	0.80	11.3	E	24.3	26.4	26.4	1035.5	0.00	0.0	0.000	0.125	24.7	83	21.6	26.5	17.19	1.1815	699	1	100.0	30
02/10/18	3:30 a	25.1	25.1	24.3	87	22.8	6.4	E	3.22	19.3	E	25.1	27.3	27.3	1035.7	0.00	0.0	0.000	0.141	25.3	82	22.0	27.3	16.75	1.1785	700	1	100.0	30
02/10/18	4:00 a	25.8	25.8	25.1	85	23.1	8.0	E	4.02	19.3	E	25.8	28.3	28.3	1035.9	0.00	0.0	0.000	0.156	25.9	80	22.2	28.0	15.98	1.1760	702	1	100.0	30
02/10/18	4:30 a	26.7	26.7	25.8	81	23.1	9.7	E	4.83	20.9	E	26.7	29.3	29.3	1035.8	0.00	0.0	0.000	0.174	26.7	76	22.1	28.8	14.65	1.1733	701	1	100.0	30
02/10/18	5:00 a	27.8	27.9	26.7	76	23.2	8.0	E	4.02	24.1	NE	27.8	31.1	31.1	1035.5	0.00	0.0	0.000	0.198	27.8	72	22.3	30.4	13.25	1.1683	698	1	100.0	30
02/10/18	5:30 a	28.6	28.6	27.6	73	23.2	11.3	E	5.63	24.1	NE	28.6	32.4	32.4	1035.2	0.00	0.0	0.000	0.213	28.8	67	22.0	31.9	12.07	1.1645	698	1	100.0	30
02/10/18	6:00 a	28.9	28.9	28.6	69	22.6	9.7	E	4.83	22.5	ENE	28.9	32.6	32.6	1034.6	0.00	0.0	0.000	0.220	29.4	63	21.7	32.4	11.25	1.1620	703	1	100.0	30
02/10/18	6:30 a	31.3	31.3	28.9	65	23.9	9.7	E	4.83	25.7	ENE	31.3	36.4	36.4	1034.2	0.00	0.0	0.000	0.270	30.7	59	21.7	34.2	10.51	1.1567	701	1	100.0	30
02/10/18	7:00 a	30.4	31.3	30.0	63	22.6	9.7	E	4.83	20.9	ENE	30.4	34.6	34.6	1033.8	0.00	0.0	0.000	0.251	31.1	57	21.6	34.3	10.13	1.1548	702	1	100.0	30
02/10/18	7:30 a	29.7	30.4	29.5	66	22.6	9.7	ENE	4.83	24.1	E	29.7	33.6	33.6	1033.1	0.00	0.0	0.000	0.236	30.9	57	21.4	34.1	10.15	1.1552	700	1	100.0	30
02/10/18	8:00 a	30.2	30.7	29.7	64	22.7	8.0	E	4.02	19.3	ENE	30.2	34.4	34.4	1032.5	0.00	0.0	0.000	0.248	31.2	57	21.7	34.6	10.12	1.1527	702	1	100.0	30
02/10/18	8:30 a	30.6	30.6	30.2	65	23.2	6.4	E	3.22	17.7	E	30.6	35.3	35.3	1031.8	0.00	0.0	0.000	0.255	31.7	56	21.8	35.4	9.97	1.1500	698	1	100.0	30
02/10/18	9:00 a	30.5	30.7	30.4	61	22.1	6.4	E	3.22	16.1	E	30.5	34.3	34.3	1031.3	0.00	0.0	0.000	0.253	31.7	53	20.9	34.8	9.47	1.1511	700	1	100.0	30
02/10/18	9:30 a	30.7	30.7	30.4	56	20.9	8.0	ENE	4.02	22.5	ENE	30.7	33.6	33.6	1031.2	0.00	0.0	0.000	0.257	31.6	52	20.6	34.6	9.35	1.1518	701	1	100.0	30
02/10/18	10:00 a	30.7	30.9	30.6	56	20.9	8.0	ENE	4.02	17.7	NE	30.7	33.7	33.7	1030.7	0.00	0.0	0.000	0.258	31.7	50	20.0	34.3	9.05	1.1520	699	1	100.0	30
02/10/18	10:30 a	30.4	30.8	30.4	54	20.0	8.0	E	4.02	17.7	E	30.4	32.7	32.7	1030.4	0.00	0.0	0.000	0.251	31.5	50	19.8	33.9	9.05	1.1525	702	1	100.0	30
02/10/18	11:00 a	30.3	30.4	30.2	60	21.6	3.2	ENE	1.61	9.7	E	30.3	33.7	33.7	1030.4	0.00	0.0	0.000	0.249	31.4	53	20.7	34.3	9.48	1.1512	698	1	100.0	30
02/10/18	11:30 a	30.2	30.3	30.1	62	22.1	3.2	E	1.61	12.9	E	30.2	33.9	33.9	1030.7	0.00	0.0	0.000	0.248	31.4	54	21.0	34.4	9.68	1.1513	700	1	100.0	30
02/10/18	12:00 p	30.6	30.6	30.2	61	22.2	3.2	SE	1.61	11.3	SE	30.6	34.4	34.4	1031.0	0.00	0.0	0.000	0.255	31.8	55	21.6	35.4	9.77	1.1490	702	1	100.0	30
02/10/18	12:30 p	30.3	30.6	30.3	61	21.9	4.8	SE	2.41	11.3	ESE	30.3	33.8	33.8	1031.3	0.00	0.0	0.000	0.249	31.9	55	21.7	35.7	9.76	1.1487	701	1	100.0	30
02/10/18	1:00 p	29.4	30.3	29.4	65	22.1	8.0	SSE	4.02	14.5	SSE	29.4	32.7	32.7	1031.6	0.00	0.0	0.000	0.230	31.6	55	21.4	34.9	9.77	1.1509	698	1	100.0	30
02/10/18	1:30 p	28.8	29.4	28.7	69	22.5	6.4	SSE	3.22	16.1	SE	28.8	32.3	32.3	1032.2	0.00	0.0	0.000	0.218	31.0	56	21.2	34.0	9.99	1.1541	700	1	100.0	30
02/10/18	2:00 p	27.8	28.7	27.8	74	22.7	3.2	SSE	1.61	8.0	SSE	27.8	30.7	30.7	1032.8	0.00	0.0	0.000	0.197	30.4	58	21.2	33.6	10.31	1.1567	697	1	100.0	30
02/10/18	2:30 p	26.9	27.8	26.9	79	22.9	1.6	SE	0.80	4.8	SE	26.9	29.5	29.5	1033.2	0.00	0.0	0.000	0.178	29.8	59	21.0	32.5	10.54	1.1601	701	1	100.0	30
