		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Bar  	Rain	Rate	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	Samp	Tx 	Recept	Int.
01/14/18	6:00 p	27.0	27.4	26.9	77	22.6	3.2	NE	1.61	9.7	NE	27.0	29.5	29.5	1033.1	0.00	0.0	0.000	0.181	28.5	65	21.3	30.9	11.68	1.1645	702	1	100.0	30
01/14/18	6:30 p	26.6	26.9	26.6	79	22.6	1.6	ENE	0.80	6.4	E	26.6	28.9	28.9	1033.5	0.00	0.0	0.000	0.171	28.2	66	21.2	30.4	11.90	1.1665	701	1	100.0	30
01/14/18	7:00 p	26.5	26.6	26.4	80	22.8	1.6	ENE	0.80	4.8	ENE	26.5	28.9	28.9	1034.0	0.00	0.0	0.000	0.170	27.9	67	21.2	30.1	12.10	1.1678	703	1	100.0	30
01/14/18	7:30 p	26.2	26.5	26.2	85	23.4	1.6	ENE	0.80	3.2	ENE	26.2	28.8	28.8	1034.2	0.00	0.0	0.000	0.163	27.8	67	21.1	29.8	12.11	1.1690	699	1	100.0	30
01/14/18	8:00 p	25.8	26.2	25.8	86	23.3	0.0	ENE	0.00	3.2	ENE	25.8	28.3	28.3	1034.3	0.00	0.0	0.000	0.155	27.6	68	21.2	29.6	12.32	1.1695	700	1	100.0	30
01/14/18	8:30 p	25.4	25.8	25.4	89	23.4	0.0	ENE	0.00	1.6	ENE	25.4	27.8	27.8	1034.4	0.00	0.0	0.000	0.147	27.4	69	21.2	29.3	12.50	1.1705	700	1	100.0	30
01/14/18	9:00 p	24.9	25.3	24.9	91	23.4	0.0	---	0.00	0.0	---	24.9	27.2	27.2	1034.1	0.00	0.0	0.000	0.138	27.2	69	21.0	28.9	12.51	1.1715	701	1	100.0	30
01/14/18	9:30 p	24.4	24.9	24.4	92	23.1	0.0	---	0.00	0.0	---	24.4	26.5	26.5	1034.2	0.00	0.0	0.000	0.127	26.9	70	21.0	28.6	12.83	1.1727	700	1	100.0	30
01/14/18	10:00 p	24.2	24.4	24.2	92	22.8	0.0	---	0.00	0.0	---	24.2	26.2	26.2	1033.9	0.00	0.0	0.000	0.123	26.6	71	20.9	28.1	13.06	1.1738	702	1	100.0	30
01/14/18	10:30 p	24.2	24.3	24.2	92	22.8	0.0	SE	0.00	4.8	E	24.2	26.2	26.2	1033.8	0.00	0.0	0.000	0.123	26.3	71	20.7	27.8	13.07	1.1749	700	1	100.0	30
01/14/18	11:00 p	24.1	24.2	24.1	93	22.9	0.0	---	0.00	0.0	---	24.1	26.1	26.1	1033.6	0.00	0.0	0.000	0.119	26.1	72	20.7	27.6	13.31	1.1756	701	1	100.0	30
01/14/18	11:30 p	24.7	24.7	24.0	90	22.9	3.2	NE	1.61	11.3	NE	24.7	26.7	26.7	1033.2	0.00	0.0	0.000	0.132	25.9	74	20.9	27.4	13.98	1.1755	699	1	100.0	30
01/15/18	12:00 a	24.6	24.7	24.6	91	23.0	4.8	ENE	2.41	11.3	NE	24.6	26.7	26.7	1032.9	0.00	0.0	0.000	0.131	25.8	76	21.2	27.4	14.65	1.1750	699	1	100.0	30
01/15/18	12:30 a	24.3	24.6	24.3	92	22.9	4.8	ENE	2.41	11.3	NE	24.3	26.4	26.4	1032.7	0.00	0.0	0.000	0.125	25.6	77	21.3	27.3	14.95	1.1754	700	1	100.0	30
01/15/18	1:00 a	24.3	24.3	24.3	92	22.9	3.2	NE	1.61	6.4	E	24.3	26.3	26.3	1032.9	0.00	0.0	0.000	0.124	25.4	77	21.1	27.1	14.95	1.1765	701	1	100.0	30
01/15/18	1:30 a	24.2	24.2	24.2	92	22.8	3.2	ENE	1.61	8.0	ENE	24.2	26.2	26.2	1033.1	0.00	0.0	0.000	0.123	25.3	78	21.2	27.0	15.25	1.1770	701	1	100.0	30
01/15/18	2:00 a	24.3	24.3	24.2	93	23.1	3.2	NE	1.61	8.0	ENE	24.3	26.3	26.3	1033.1	0.00	0.0	0.000	0.124	25.2	78	21.1	26.8	15.25	1.1777	700	1	100.0	30
01/15/18	2:30 a	24.3	24.3	24.2	93	23.1	4.8	NE	2.41	11.3	E	24.3	26.4	26.4	1033.1	0.00	0.0	0.000	0.125	25.2	80	21.5	26.9	16.00	1.1772	700	1	100.0	30
01/15/18	3:00 a	24.3	24.3	24.2	92	22.9	4.8	NE	2.41	11.3	NE	24.3	26.4	26.4	1033.1	0.00	0.0	0.000	0.125	25.1	80	21.4	26.8	16.01	1.1776	701	1	100.0	30
01/15/18	3:30 a	24.3	24.3	24.2	92	22.9	3.2	NE	1.61	9.7	E	24.3	26.4	26.4	1033.6	0.00	0.0	0.000	0.125	25.1	81	21.6	26.8	16.41	1.1781	701	1	100.0	30
01/15/18	4:00 a	24.3	24.4	24.3	92	22.9	4.8	NE	2.41	12.9	E	24.3	26.4	26.4	1033.5	0.00	0.0	0.000	0.125	25.0	82	21.7	26.8	16.77	1.1779	701	1	100.0	30
01/15/18	4:30 a	24.4	24.4	24.3	91	22.8	8.0	ENE	4.02	19.3	NE	24.4	26.4	26.4	1033.6	0.00	0.0	0.000	0.126	24.9	83	21.9	26.8	17.17	1.1779	699	1	100.0	30
01/15/18	5:00 a	24.3	24.4	24.3	92	22.9	6.4	ENE	3.22	19.3	ENE	24.3	26.3	26.3	1033.6	0.00	0.0	0.000	0.124	24.9	84	22.0	26.8	17.64	1.1780	702	1	100.0	30
01/15/18	5:30 a	24.4	24.4	24.2	91	22.8	6.4	ENE	3.22	14.5	ENE	24.4	26.4	26.4	1034.0	0.00	0.0	0.000	0.126	24.9	83	21.8	26.7	17.18	1.1788	700	1	100.0	30
01/15/18	6:00 a	24.6	24.6	24.4	91	23.0	6.4	ENE	3.22	16.1	ENE	24.6	26.7	26.7	1034.5	0.00	0.0	0.000	0.131	25.0	84	22.1	26.9	17.63	1.1783	703	1	100.0	30
01/15/18	6:30 a	25.0	25.1	24.6	90	23.2	4.8	ENE	2.41	14.5	ENE	25.0	27.2	27.2	1034.8	0.00	0.0	0.000	0.139	25.3	83	22.2	27.3	17.15	1.1771	700	1	100.0	30
01/15/18	7:00 a	25.2	25.2	25.0	87	22.9	8.0	ENE	4.02	20.9	E	25.2	27.4	27.4	1034.8	0.00	0.0	0.000	0.144	25.7	83	22.6	27.8	17.12	1.1752	701	1	100.0	30
01/15/18	7:30 a	25.8	25.8	25.2	85	23.1	9.7	ENE	4.83	20.9	ENE	25.8	28.2	28.2	1034.9	0.00	0.0	0.000	0.155	26.1	82	22.8	28.4	16.69	1.1731	701	1	100.0	30
01/15/18	8:00 a	26.1	26.1	25.7	83	22.9	11.3	ENE	5.63	25.7	E	26.1	28.4	28.4	1034.7	0.00	0.0	0.000	0.161	26.6	80	22.9	29.1	15.95	1.1708	700	1	100.0	30
01/15/18	8:30 a	26.6	26.6	26.0	80	22.8	16.1	ENE	8.05	29.0	ENE	25.7	29.0	28.1	1034.5	0.00	0.0	0.000	0.171	27.3	77	22.9	30.1	14.93	1.1679	701	1	100.0	30
01/15/18	9:00 a	27.3	27.4	26.6	78	23.2	14.5	ENE	7.24	30.6	NE	26.8	30.3	29.7	1034.7	0.00	0.0	0.000	0.187	28.2	73	22.9	31.5	13.60	1.1648	698	1	100.0	30
01/15/18	9:30 a	27.7	27.9	27.3	75	22.9	12.9	ENE	6.44	32.2	NE	27.6	30.7	30.6	1034.4	0.00	0.0	0.000	0.196	29.0	70	23.0	32.9	12.60	1.1609	698	1	100.0	30
01/15/18	10:00 a	28.2	28.2	27.7	75	23.3	12.9	ENE	6.44	29.0	NE	28.0	31.8	31.7	1034.5	0.00	0.0	0.000	0.205	29.7	69	23.4	34.3	12.35	1.1574	701	1	100.0	30
01/15/18	10:30 a	28.2	28.4	27.9	73	22.9	12.9	ENE	6.44	25.7	ENE	28.0	31.5	31.3	1034.2	0.00	0.0	0.000	0.205	30.4	66	23.4	35.3	11.78	1.1544	701	1	100.0	30
01/15/18	11:00 a	27.9	28.2	27.9	74	22.9	12.9	NE	6.44	29.0	ENE	27.8	31.1	30.9	1034.0	0.00	0.0	0.000	0.200	30.7	65	23.4	35.6	11.56	1.1532	701	1	100.0	30
01/15/18	11:30 a	28.4	28.6	27.9	72	22.9	12.9	ENE	6.44	27.4	NE	28.3	32.0	31.8	1033.5	0.00	0.0	0.000	0.211	30.7	63	22.9	35.1	11.20	1.1536	699	1	100.0	30
01/15/18	12:00 p	27.8	28.4	27.8	74	22.8	11.3	ENE	5.63	22.5	NE	27.8	30.8	30.8	1033.0	0.00	0.0	0.000	0.198	30.4	63	22.6	34.6	11.22	1.1549	700	1	100.0	30
01/15/18	12:30 p	28.7	28.8	27.8	71	22.9	8.0	ENE	4.02	20.9	E	28.7	32.5	32.5	1032.3	0.00	0.0	0.000	0.216	30.3	64	22.8	34.6	11.39	1.1538	702	1	100.0	30
01/15/18	1:00 p	29.2	29.2	28.7	71	23.4	9.7	ENE	4.83	19.3	ENE	29.2	33.6	33.6	1031.6	0.00	0.0	0.000	0.227	30.7	63	22.8	35.0	11.21	1.1517	701	1	100.0	30
01/15/18	1:30 p	29.6	29.6	29.2	71	23.7	9.7	ENE	4.83	19.3	ENE	29.6	34.3	34.3	1031.1	0.00	0.0	0.000	0.234	31.1	63	23.2	35.5	11.19	1.1489	702	1	100.0	30
01/15/18	2:00 p	30.1	30.3	29.6	67	23.3	9.7	ENE	4.83	19.3	E	30.1	34.8	34.8	1030.3	0.00	0.0	0.000	0.245	31.7	60	22.9	36.3	10.59	1.1462	700	1	100.0	30
01/15/18	2:30 p	29.9	30.8	29.9	68	23.3	8.0	E	4.02	19.3	E	29.9	34.5	34.5	1030.0	0.00	0.0	0.000	0.241	32.0	59	23.0	36.9	10.46	1.1445	701	1	100.0	30
01/15/18	3:00 p	29.4	29.9	29.3	70	23.3	8.0	ENE	4.02	20.9	NE	29.4	33.7	33.7	1030.0	0.00	0.0	0.000	0.230	31.5	60	22.8	35.9	10.60	1.1468	701	1	100.0	30
01/15/18	3:30 p	29.3	29.4	29.2	70	23.3	6.4	ENE	3.22	16.1	ENE	29.3	33.6	33.6	1030.1	0.00	0.0	0.000	0.229	31.1	61	22.7	35.2	10.83	1.1485	700	1	100.0	30
01/15/18	4:00 p	29.2	29.3	29.2	70	23.1	6.4	ENE	3.22	12.9	ENE	29.2	33.3	33.3	1030.1	0.00	0.0	0.000	0.226	30.9	61	22.5	34.9	10.85	1.1497	699	1	100.0	30
01/15/18	4:30 p	28.9	29.2	28.9	71	23.2	4.8	E	2.41	12.9	E	28.9	33.1	33.1	1030.0	0.00	0.0	0.000	0.221	30.4	63	22.6	34.7	11.21	1.1511	701	1	100.0	30
01/15/18	5:00 p	28.3	28.9	28.3	74	23.3	3.2	E	1.61	12.9	E	28.3	32.1	32.1	1030.4	0.00	0.0	0.000	0.208	30.0	64	22.4	33.9	11.41	1.1535	700	1	100.0	30
01/15/18	5:30 p	27.8	28.3	27.8	75	23.0	3.2	E	1.61	9.7	ESE	27.8	31.0	31.0	1030.8	0.00	0.0	0.000	0.198	29.6	65	22.3	33.1	11.64	1.1560	703	1	100.0	30
01/15/18	6:00 p	27.3	27.8	27.3	78	23.2	1.6	E	0.80	4.8	E	27.3	30.3	30.3	1031.3	0.00	0.0	0.000	0.187	29.2	65	21.9	32.3	11.66	1.1588	698	1	100.0	30
01/15/18	6:30 p	26.9	27.3	26.9	83	23.8	0.0	E	0.00	3.2	E	26.9	30.1	30.1	1031.7	0.00	0.0	0.000	0.179	28.9	66	21.9	31.9	11.87	1.1603	701	1	100.0	30
01/15/18	7:00 p	26.3	26.9	26.3	85	23.6	0.0	E	0.00	3.2	E	26.3	29.2	29.2	1031.9	0.00	0.0	0.000	0.167	28.6	66	21.6	31.3	11.88	1.1621	696	1	100.0	30
01/15/18	7:30 p	26.0	26.4	25.9	85	23.3	1.6	NE	0.80	4.8	E	26.0	28.6	28.6	1032.0	0.00	0.0	0.000	0.160	28.3	67	21.6	30.7	12.09	1.1636	700	1	100.0	30
01/15/18	8:00 p	25.6	26.0	25.5	87	23.2	1.6	ENE	0.80	4.8	NE	25.6	28.0	28.0	1032.7	0.00	0.0	0.000	0.150	27.8	69	21.6	30.2	12.47	1.1660	702	1	100.0	30
01/15/18	10:30 p	22.7	23.1	22.7	95	21.8	6.4	E	3.22	19.3	ENE	22.7	24.2	24.2	1032.0	0.00	0.0	0.000	0.090	24.6	82	21.3	26.3	16.80	1.1787	690	1	100.0	30
01/15/18	11:00 p	22.6	22.7	22.6	95	21.7	4.8	E	2.41	12.9	ENE	22.6	24.1	24.1	1032.5	0.20	0.0	0.000	0.088	24.2	82	21.0	25.8	16.83	1.1812	695	1	100.0	30
01/15/18	11:30 p	22.2	22.6	22.2	94	21.2	8.0	ENE	4.02	20.9	ENE	22.2	23.7	23.7	1032.6	0.20	0.0	0.000	0.080	23.8	84	20.9	25.3	17.74	1.1831	701	1	100.0	30
01/16/18	12:00 a	21.9	22.2	21.9	94	20.9	9.7	ENE	4.83	24.1	ENE	21.9	23.3	23.3	1032.8	0.40	0.8	0.000	0.074	23.3	85	20.6	24.5	18.11	1.1859	700	1	100.0	30
01/16/18	12:30 a	21.5	21.9	21.4	94	20.5	11.3	ENE	5.63	24.1	E	21.5	22.9	22.9	1032.6	0.40	1.0	0.000	0.066	22.7	86	20.3	23.9	18.42	1.1885	699	1	100.0	30
01/16/18	1:00 a	21.4	21.5	21.4	95	20.6	9.7	ENE	4.83	20.9	ENE	21.4	22.9	22.9	1032.1	0.00	0.0	0.000	0.065	22.4	86	20.0	23.6	18.39	1.1896	700	1	100.0	30
01/16/18	1:30 a	21.4	21.4	21.4	95	20.6	6.4	ENE	3.22	17.7	NE	21.4	22.9	22.9	1031.9	0.00	0.0	0.000	0.065	22.3	87	20.1	23.4	18.94	1.1896	700	1	100.0	30
01/16/18	2:00 a	21.5	21.6	21.4	94	20.5	9.7	ENE	4.83	20.9	NE	21.5	22.9	22.9	1031.8	0.00	0.0	0.000	0.066	22.2	88	20.1	23.3	19.43	1.1898	701	1	100.0	30
01/16/18	2:30 a	21.6	21.6	21.5	95	20.8	9.7	NE	4.83	20.9	ENE	21.6	23.1	23.1	1032.1	0.20	0.0	0.000	0.068	22.2	88	20.1	23.3	19.43	1.1904	698	1	100.0	30
01/16/18	3:00 a	21.7	21.8	21.6	94	20.7	8.0	ENE	4.02	20.9	ENE	21.7	23.2	23.2	1032.3	0.00	0.0	0.000	0.071	22.2	88	20.1	23.3	19.43	1.1904	700	1	100.0	30
01/16/18	5:30 a	27.3	27.3	26.4	77	22.9	14.5	ENE	7.24	29.0	NE	26.8	30.2	29.6	1033.3	0.00	0.0	0.000	0.187	27.9	74	22.8	31.0	13.91	1.1643	693	1	100.0	30
01/16/18	6:00 a	27.5	27.9	27.3	77	23.1	16.1	ENE	8.05	32.2	ENE	26.7	30.5	29.7	1032.4	0.00	0.0	0.000	0.191	28.7	71	22.9	32.4	12.91	1.1601	702	1	100.0	30
01/16/18	6:30 a	28.8	28.9	27.4	71	23.0	19.3	ENE	9.66	32.2	NE	27.9	32.7	31.8	1031.6	0.00	0.0	0.000	0.218	29.2	68	22.7	33.0	12.26	1.1574	698	1	100.0	30
01/16/18	7:00 a	29.1	29.2	28.3	69	22.8	14.5	ENE	7.24	30.6	E	28.7	33.0	32.6	1031.0	0.00	0.0	0.000	0.225	29.8	67	23.0	34.0	12.03	1.1540	702	1	100.0	30
01/16/18	7:30 a	29.4	29.6	28.8	68	22.9	16.1	ENE	8.05	29.0	NE	28.9	33.4	32.9	1030.4	0.00	0.0	0.000	0.231	30.4	64	22.9	34.9	11.38	1.1511	698	1	100.0	30
01/16/18	8:00 a	28.8	29.8	28.8	71	23.0	14.5	ENE	7.24	29.0	ENE	28.4	32.8	32.4	1030.2	0.00	0.0	0.000	0.219	30.4	64	22.8	34.7	11.38	1.1512	702	1	100.0	30
01/16/18	8:30 a	28.9	29.1	28.8	69	22.6	12.9	ENE	6.44	29.0	ENE	28.7	32.6	32.4	1029.6	0.00	0.0	0.000	0.220	30.3	63	22.5	34.4	11.22	1.1513	700	1	100.0	30
01/16/18	9:00 a	29.3	29.4	28.8	70	23.3	12.9	ENE	6.44	25.7	NE	29.2	33.6	33.5	1029.1	0.00	0.0	0.000	0.229	30.3	64	22.7	34.5	11.39	1.1504	700	1	100.0	30
01/16/18	9:30 a	28.9	29.7	28.9	69	22.6	11.3	E	5.63	29.0	ESE	28.9	32.6	32.6	1028.9	0.00	0.0	0.000	0.220	30.1	63	22.2	33.8	11.23	1.1520	700	1	100.0	30
01/16/18	10:00 a	29.5	29.7	28.8	69	23.2	12.9	ENE	6.44	24.1	NE	29.4	33.8	33.7	1029.0	0.00	0.0	0.000	0.233	30.2	64	22.7	34.4	11.39	1.1506	700	1	100.0	30
01/16/18	10:30 a	28.7	29.5	28.6	70	22.7	12.9	ENE	6.44	25.7	ENE	28.6	32.3	32.1	1029.2	0.00	0.0	0.000	0.216	29.7	64	22.2	33.3	11.43	1.1537	702	1	100.0	30
01/16/18	11:00 a	28.2	28.8	28.2	72	22.7	11.3	ENE	5.63	20.9	E	28.2	31.4	31.4	1029.4	0.00	0.0	0.000	0.206	29.3	66	22.3	32.7	11.86	1.1555	700	1	100.0	30
01/16/18	11:30 a	27.8	28.3	27.8	76	23.2	6.4	E	3.22	16.1	E	27.8	31.0	31.0	1029.7	0.00	0.0	0.000	0.197	28.8	67	22.1	32.0	12.07	1.1579	703	1	100.0	30
01/16/18	12:00 p	27.4	27.8	27.4	77	23.0	6.4	E	3.22	14.5	ENE	27.4	30.3	30.3	1029.8	0.00	0.0	0.000	0.189	28.5	68	22.0	31.4	12.28	1.1594	700	1	100.0	30
01/16/18	12:30 p	24.4	27.4	24.4	92	23.0	8.0	E	4.02	30.6	E	24.4	26.4	26.4	1030.6	1.40	95.2	0.000	0.126	27.9	70	22.0	30.5	12.71	1.1626	701	1	100.0	30
01/16/18	1:00 p	24.5	24.5	24.3	91	22.9	4.8	E	2.41	12.9	E	24.5	26.6	26.6	1031.0	0.00	0.0	0.000	0.128	27.3	73	22.0	29.6	13.63	1.1655	700	1	100.0	30
01/16/18	1:30 p	23.8	24.6	23.8	91	22.3	9.7	ENE	4.83	24.1	E	23.8	25.7	25.7	1031.5	1.00	21.6	0.000	0.115	26.6	76	22.0	28.6	14.65	1.1690	703	1	100.0	30
01/16/18	2:00 p	23.6	23.8	23.4	93	22.4	8.0	ENE	4.02	17.7	NE	23.6	25.3	25.3	1031.8	0.60	6.0	0.000	0.109	25.9	78	21.8	27.7	15.25	1.1723	700	1	100.0	30
01/16/18	2:30 p	23.6	23.7	23.5	92	22.2	9.7	ENE	4.83	19.3	NE	23.6	25.2	25.2	1031.4	0.00	0.0	0.000	0.109	25.3	80	21.6	27.1	16.00	1.1742	700	1	100.0	30
01/16/18	3:00 p	23.7	23.7	23.5	92	22.3	11.3	ENE	5.63	24.1	ENE	23.7	25.4	25.4	1031.8	0.00	0.0	0.000	0.111	24.9	81	21.5	26.7	16.41	1.1766	702	1	100.0	30
01/16/18	3:30 p	23.6	23.8	23.6	89	21.7	8.0	NE	4.02	19.3	NE	23.6	25.2	25.2	1032.6	0.00	0.0	0.000	0.110	24.8	80	21.1	26.5	16.02	1.1785	700	1	100.0	30
01/16/18	4:00 p	23.4	23.6	23.4	89	21.5	4.8	NE	2.41	16.1	NE	23.4	24.9	24.9	1032.9	0.00	0.0	0.000	0.106	24.6	79	20.7	26.1	15.63	1.1808	699	1	100.0	30
01/16/18	4:30 p	23.2	23.4	23.2	91	21.7	1.6	ESE	0.80	4.8	ENE	23.2	24.6	24.6	1033.0	0.00	0.0	0.000	0.102	24.4	79	20.6	26.0	15.63	1.1816	701	1	100.0	30
01/16/18	5:00 p	23.1	23.3	23.0	92	21.7	1.6	ESE	0.80	6.4	E	23.1	24.5	24.5	1032.6	0.00	0.0	0.000	0.098	24.3	79	20.4	25.8	15.64	1.1821	701	1	100.0	30
01/16/18	5:30 p	23.1	23.2	23.1	94	22.1	1.6	E	0.80	8.0	E	23.1	24.7	24.7	1032.7	0.00	0.0	0.000	0.100	24.2	79	20.3	25.7	15.64	1.1825	703	1	100.0	30
01/16/18	6:00 p	23.1	23.1	23.1	95	22.2	0.0	ESE	0.00	1.6	ESE	23.1	24.7	24.7	1032.5	0.00	0.0	0.000	0.098	24.1	79	20.2	25.6	15.64	1.1828	700	1	100.0	30
01/16/18	6:30 p	23.2	23.2	23.1	95	22.3	3.2	ESE	1.61	4.8	ESE	23.2	24.8	24.8	1032.1	0.00	0.0	0.000	0.101	24.1	79	20.2	25.4	15.64	1.1828	699	1	100.0	30
01/16/18	7:00 p	23.1	23.2	23.1	96	22.4	0.0	ESE	0.00	4.8	ESE	23.1	24.8	24.8	1032.0	0.00	0.0	0.000	0.100	24.1	80	20.4	25.5	16.04	1.1823	698	1	100.0	30
01/16/18	7:30 p	23.6	23.7	23.1	94	22.6	4.8	ENE	2.41	16.1	NE	23.6	25.4	25.4	1031.6	0.00	0.0	0.000	0.110	24.1	82	20.8	25.7	16.83	1.1808	702	1	100.0	30
01/16/18	8:00 p	23.8	23.8	23.6	93	22.6	6.4	ENE	3.22	14.5	ENE	23.8	25.7	25.7	1031.5	0.00	0.0	0.000	0.113	24.2	83	21.2	25.9	17.23	1.1797	700	1	100.0	30
01/16/18	8:30 p	23.8	23.8	23.7	93	22.6	6.4	ENE	3.22	16.1	NE	23.8	25.8	25.8	1031.7	0.00	0.0	0.000	0.115	24.3	85	21.6	26.0	18.12	1.1789	699	1	100.0	30
01/16/18	9:00 p	23.9	23.9	23.8	92	22.5	8.0	ENE	4.02	17.7	ENE	23.9	25.8	25.8	1031.8	0.00	0.0	0.000	0.116	24.3	85	21.6	26.0	18.12	1.1789	701	1	100.0	30
01/16/18	9:30 p	23.8	23.9	23.8	92	22.4	8.0	ENE	4.02	17.7	ENE	23.8	25.6	25.6	1031.8	0.00	0.0	0.000	0.113	24.2	85	21.5	25.9	18.13	1.1793	701	1	100.0	30
01/16/18	10:00 p	23.7	23.8	23.7	92	22.3	8.0	ENE	4.02	17.7	NE	23.7	25.6	25.6	1031.8	0.00	0.0	0.000	0.112	24.2	86	21.7	25.9	18.53	1.1793	701	1	100.0	30
01/16/18	10:30 p	23.8	23.8	23.7	92	22.5	9.7	ENE	4.83	22.5	ENE	23.8	25.7	25.7	1031.8	0.00	0.0	0.000	0.115	24.2	86	21.7	25.9	18.53	1.1793	698	1	100.0	30
01/17/18	12:30 a	28.4	28.4	26.9	74	23.3	17.7	ENE	8.85	33.8	NE	27.6	32.2	31.4	1033.0	0.00	0.0	0.000	0.209	27.9	73	22.6	30.8	13.61	1.1643	688	1	100.0	30
01/17/18	1:00 a	28.6	28.8	28.3	72	23.0	17.7	ENE	8.85	35.4	ENE	27.8	32.3	31.5	1033.0	0.00	0.0	0.000	0.213	29.1	69	22.8	32.9	12.38	1.1594	700	1	100.0	30
01/17/18	1:30 a	28.9	29.0	28.6	73	23.6	16.1	ENE	8.05	29.0	ENE	28.3	33.4	32.8	1032.5	0.00	0.0	0.000	0.221	29.4	68	22.9	33.4	12.25	1.1571	702	1	100.0	30
01/17/18	2:00 a	29.6	29.6	28.9	70	23.6	17.7	ENE	8.85	33.8	ENE	29.0	34.2	33.6	1032.0	0.00	0.0	0.000	0.235	30.0	65	22.7	34.1	11.61	1.1549	702	1	100.0	30
01/17/18	2:30 a	30.3	30.3	29.5	67	23.5	16.1	ENE	8.05	30.6	ENE	29.9	35.2	34.8	1031.8	0.00	0.0	0.000	0.249	30.6	63	22.7	34.9	11.21	1.1525	702	1	100.0	30
01/17/18	3:00 a	30.2	30.4	29.6	67	23.4	17.7	ENE	8.85	33.8	NE	29.7	35.0	34.5	1031.2	0.00	0.0	0.000	0.248	30.9	63	23.0	35.3	11.20	1.1500	697	1	100.0	30
01/17/18	3:30 a	30.8	30.8	30.2	67	23.9	16.1	ENE	8.05	30.6	E	30.5	36.1	35.8	1030.4	0.00	0.0	0.000	0.259	31.4	60	22.7	35.7	10.61	1.1476	701	1	100.0	30
01/17/18	4:00 a	30.6	31.1	30.6	66	23.5	16.1	E	8.05	32.2	E	30.3	35.6	35.3	1029.7	0.00	0.0	0.000	0.256	31.9	59	22.9	36.7	10.46	1.1445	697	1	100.0	30
01/17/18	4:30 a	31.1	31.3	30.4	63	23.2	16.1	E	8.05	38.6	ENE	30.8	35.5	35.3	1029.1	0.00	0.0	0.000	0.265	31.9	57	22.4	36.3	10.07	1.1449	700	1	100.0	30
01/17/18	5:00 a	31.7	31.7	30.9	64	24.1	14.5	E	7.24	30.6	NE	31.7	37.4	37.4	1028.8	0.00	0.0	0.000	0.279	32.3	57	22.7	37.1	10.05	1.1424	699	1	100.0	30
01/17/18	5:30 a	31.1	31.8	30.7	63	23.2	14.5	ENE	7.24	27.4	NE	30.9	35.6	35.4	1028.7	0.00	0.0	0.000	0.266	32.2	57	22.6	36.7	10.05	1.1432	703	1	100.0	30
01/17/18	6:00 a	31.2	31.4	31.1	63	23.3	12.9	ENE	6.44	27.4	NE	31.2	35.9	35.8	1028.5	0.00	0.0	0.000	0.269	32.4	57	22.8	37.4	10.05	1.1414	697	1	100.0	30
01/17/18	6:30 a	30.3	31.2	30.2	65	23.0	11.3	ENE	5.63	25.7	ESE	30.3	34.7	34.7	1028.3	0.00	0.0	0.000	0.249	31.9	58	22.6	36.4	10.26	1.1437	701	1	100.0	30
01/17/18	7:00 a	30.3	30.4	29.9	66	23.3	11.3	ENE	5.63	24.1	NE	30.3	35.1	35.1	1028.7	0.00	0.0	0.000	0.250	31.4	59	22.5	35.6	10.48	1.1461	696	1	100.0	30
01/17/18	7:30 a	29.7	30.4	29.7	66	22.6	11.3	ENE	5.63	22.5	E	29.7	33.6	33.6	1029.0	0.00	0.0	0.000	0.236	31.3	59	22.4	35.3	10.48	1.1471	700	1	100.0	30
01/17/18	8:00 a	28.9	29.7	28.9	69	22.6	8.0	ENE	4.02	20.9	ENE	28.9	32.6	32.6	1029.2	0.00	0.0	0.000	0.220	30.8	60	22.1	34.5	10.65	1.1498	702	1	100.0	30
01/17/18	8:30 a	28.1	28.9	28.1	73	22.8	4.8	E	2.41	16.1	E	28.1	31.2	31.2	1029.7	0.00	0.0	0.000	0.203	30.2	61	21.9	33.7	10.89	1.1530	700	1	100.0	30
01/17/18	9:00 a	27.8	28.1	27.7	74	22.8	4.8	ENE	2.41	27.4	N	27.8	30.8	30.8	1030.8	0.00	0.0	0.000	0.198	29.7	63	21.9	33.1	11.24	1.1560	700	1	100.0	30
01/17/18	9:30 a	24.7	27.8	24.7	80	21.0	17.7	NW	8.85	45.1	NW	23.4	26.3	25.0	1031.2	0.00	0.0	0.000	0.132	28.6	62	20.6	30.6	11.08	1.1634	701	1	100.0	30
01/17/18	10:00 a	22.6	24.7	22.6	87	20.3	17.7	N	8.85	43.5	NE	21.2	23.8	22.4	1031.7	3.80	92.2	0.000	0.089	26.8	68	20.4	28.3	12.34	1.1709	702	1	100.0	30
01/17/18	10:30 a	22.3	22.6	22.3	94	21.3	3.2	SE	1.61	19.3	NNE	22.3	23.8	23.8	1032.6	0.40	2.8	0.000	0.082	25.2	70	19.4	26.3	12.90	1.1800	686	1	100.0	30
01/17/18	11:00 a	22.4	22.4	22.2	96	21.8	1.6	E	0.80	6.4	E	22.4	24.1	24.1	1032.9	0.20	0.8	0.000	0.086	24.9	70	19.1	26.0	12.91	1.1819	700	1	100.0	30
